,tweet,target
7003,one grill fume nosi nirmala sitharaman coloss failur aero india car gut due poor event manag need thorough investig wonder would aroor sawant upa time,0
7007,amitbeher kirtisd dickdarryl ranjiton scimitarss priyapyadav terencefd aayeff tewarialok sanjayuvacha tamil satishpan vidyut avijitsinha bk empoweringgoa tarunktrivedi krishpachegonkr joerav anthonysald advocateco scrapravi puneetvizh kukk ichbinujjaini watdehel koyal kpadmarani screwedbyst kurup geetv sunilddesai tapan iscrew vishj bhavikakapoor priyankac sadhavi nehasame inctharoorian incindia rssurjewala haftawasooli radhikabarman dilawartalki simpl congress bad doubt win elect march he is smart late year citizen fed incupa modi took advantag amp becom main challeng amp peopl reward him antiupa vote promodi,1
7008,major tri prove loyalti modi amp rss indianoccupiedkashmir headlin amp world recogn indian brutal pulwama benefit bjp win elect creat war hysteria amp cover fault hybrid warfar voter easi blame,0
7011,mani got mani chanc loot india famili prosper poor indian becam poorer polit profitmak busi them modi truli work poor deshvirodhigang pmkisan modikumbhvisit,0
7015,immorta priyanshnayak drjitendrasingh agerelaxationew ewsjumla csatvictim modi govt made superb decis provid reserv ew candidatesbut provis age relax govt job without poor ew candid cannot benefiteddont depriv us provid us agerelax,1
7017,modi govt construct m nhs yrs more thn congress built yrs moreov govt also award tender m monument rate growth infrastructur dev done sri nitingadkari ji guidanc pm vijaysankalpwithmodi,1
7018,video emerg heirok constitu last night bjp use loudspeak peopl join public meet els face consequ said cab tabl rs bvz biren radheshyam,1
7022,indonorwegian incindia avinashmul amitshah pravinj pandeyindrani mullakabap yogijaihind cvsrathor rajshin vikramyadavhin narendr absolut didi,1
7024,india deserv leader immedi take charg major terrorist attack martyr deserv leader visit famili grief unfortun pm modi engross selfpubl chosen travel abroad photoshootsarkar,0
7028,modi pmoindia unenviron unfccc wwftiger rahul gandhi bjpgujarat shashitharoor mkatju pbhushan danth leodicaprio antonioguterr lion protect gujarat modi led govt,1
7029,top ib guy told bjp leader gumnami baba file one knew exist panickar chandrachurg bjpbengal rajnathsingh srijitspeaketh cmofficeup,1
7030,modi dear modi ji set highest exampl would difficult reach benchmark pm,1
7031,savingoursoul piyushgoy fothermuck video congress era see date,1
7035,modi gestur live legend make india proud yudhisthira mahabharata use wash feet saint today pm modi wash feet citizensaint selfless work cleanli around keep nation healthi,1
7036,kumbh mela pm modi unexpect gestur sanit worker narendramodi extraordinari gestur exemplari god bless you,1
7037,pm imrankhanpti stand word india give action intellig immedi act long pulwama effort derail sep sad peac remain elus due elect india modi give peac chanc,0
7038,imran masood threaten chop modi piec includ congress lok sabha elect committe,0
7040,teammodi glimps team modi event yellapura uttara kannada district yesterday astitvam ji spoke foreign polici good govern modi jis administr love modi ji intact uttara kannada,1
7042,purahisabpledg pm modi announc plan ralli shehzadind lawyer,1
7043,panicki pak pakistan parliamentarian claim talk prime minist modi posit statement him modi whymodi,1
7045,kashmir burn pakistan mobil soldier border india media busi modi kumbh dip even north korean tv channel commit kim jongun indian tv channel modi,1
7046,cong game chhattisgarh big leader parti parti cpcc work presid mla j ramday uik join bjpinfluenti tribal belt,1
7047,he modi courag,1
7048,there mani us in us wish modi would stay taken leadership countri,1
7051,bjparvind prime minist nehru vs today modi bharath mata smile first time lesson bjp karyakartha remain humbl learn prime minist,1
7053,amitmalviya he is head state that presid teach anyth bjp,1
7056,amdilip narendra modi arunjaitley rajnathsingh swami earlier govt antibusi tax death gst move tax burden produc buyer amp make play field level extent local indian product modi bjp also provid incent produc offset increas gst,0
7058,robert vadra hint he is readi enter polit bjp welcom gamechang move,1
7059,mulayam past admit prabhu chawla sp transfer vote help rahul rahul gandhi win amethi otherwis defeat certain smritiirani,1
7060,pakistan s spokesperson strike back indian pm modi,0
7062,pm modi exploit soldier death polit gain ahead elect indian journalist,0
7063,muslim rememb allah time day true muslim rememb modi time day pakistani rememb modi million time day jai shri ram,1
7064,video widow indian armi offic make emot appeal indian pm modi war hysteria pakistan,0
7067,pm modi wash feet sanit worker prayagraj set exampl mother bharati may worthi enough great soul pm again deserv guard dharma nation make pm again,1
7068,tweet almost year ago cbi issu lookout notic chanda kochhar obvious modi switch wash feet manual scaveng corpor scaveng,1
7071,modi soften tone urg pm imran khan let fight poverti illiteraci modi imran khan elect pm congratul him told togeth fight poverti illiteraci pakistantayarhai,0
7072,modikumbhvisit pm ground root make india reach sky high modi har har mahadev namonamo proud indian,1
7073,everi comment pakistan pray modi lose elect congress win,1
7074,congress parti vision tackl grow issu nation secur modi govt includ set task forc head lt gen ds hooda retd led surgic strike prepar vision paper countri,1
7076,wrong noth bar raul amp bianca repeat modi gestur chees core control sanit worker kid learn school go to jejuj rule there,0
7078,elect osthunaayyyi roiiii modi mama act startssss someon said parliament big actor,1
7081,guy call intellectu class sambit patra bjp cell head state presid india samjhan malpu,1
7083,congresspakistanbhaibhai pak govt un design terrorist hafiz say full prais congress trio want modi remov pm india common interest common alli,0
7084,shefvaidya fgautier devot modi ji could feel pray well indian immens respect,1
7086,here s follow up dinner repeat stori retir senior policeman call booki confirm number quot rate muscl flex catapult bjp major opposit seem frozen bjp recov,1
7088,pursu unwav commit protect right muslim women modi govern approv propos promulg muslim women protect right marriag second ordin stop practic talaqebiddat tripletalaq,1
7089,desertfoxi jyotsnavarma incindia rajbabbarmp rahul gandhi rssurjewala priyankac myogiadityanath shocker congress proxi pakistan shocker background public clap yogi left peopl free roam about,1
7090,arnab sachintendular lesser patriot despit fact strike rate pakistan modi,0
7092,today histor day life crore former india pm modi bless pm kisan yojna gorakhpur district up first premium rs ad bank account crore countri small former gsvjresearch centr,1
7093,live among kumbh organis also sanit cleanli worker ensur megaev hail global prove noth imposs pm modi kumbh mela prayagraj,1
7094,india saudi arabia agre order combat menac terror effect need put possibl pressur countri aid abet terror form pm modi,0
7095,jairamthakurbjp led bjp govern expand cover health insur scheme hp like univers health protect schemechief minist insur scheme treatment upto lakh free cost upto lakh famili regist merapannameraabhiman,1
7096,respect pm removeart removearta pls put constitut amend propos parliament remov articlea articl constitut bill fail pls conduct referendum india cancel articl modi pmoindia,0
7097,kolleo anup mcavoy alioaj abartmc skchaudhari rubelgazi tmcforindia pritamm muskaninc demonit misus cbi head functionari make tool terror oppon influenc court exploit power benefit bjp gst combin make abject unmitig misrul razzl dazzl foreignpolici,0
7099,modiinkumbh mannkibaat modikumbhvisit differ leader modi amp ruler thugbandan that is modi ji,1
7104,great prine minist modi say terror enemi kashmiri nobodi harm them plan governor tathagata roy want boycot,0
7105,never histori independ india happen prime minist india wash feet safaai karmachari kumbh prayagraj today perhap first world exampl dufficult emul politico india jai ho modi,1
7110,take dip problem nation solv educ youth got job economi boom farmer got bjp promis msp lpg price gone down inflat lowest take dip one person matter taken dip give vote,0
7112,tamal das follow narendramodi upset folk donat altnew pleas upset click follow donat link sincer care tamal dass feel,0
7116,get report say cadr bsp amp sp like cat amp dog fight last month extrem unhappi allianc vote transfer might happen fact bjp gain seat,1
7117,amitmalviya shud vote modi becoz took dip river get life morn,1
7121,bjp need nation statist commiss mr modi,1
7122,india invit guest honour oic meet eam sushmaswaraj attend via namo app,1
7126,bjp time introspect selfreflect instead divid countri petti polit compromis safeti nation must face question india ask modifailsnationalsecur,1
7127,contest elect ls be modi vs the loot gang,1
7128,isunidhi vijayjani indian want direct attack terror base pakistan elect till total safayi eye india ask vote pleas favour indian sentiment bjpindia modi nitishkumar sudhirchaudhari priyankagandhi incindia,0
7130,watch video pm modi wash feet sanit worker kumbh prayagraj modiinkumbh,1
7132,seen visibl anger peopl across class cast gender religion pakistani terror time time ripe pm modi public support action deem fit lead end terror,0
7133,one vermin fir lodg samajwadi parti member ravi prakash maurya feel proud terrorist hate modi eventu start hate countri well thank balliapolic amp uppolic,0
7137,saubhagya scheme liber rural india dark empow million peopl across countri poweringindia modi pmoindia rajksinghindia bhallaajay ifsgj minofpow rameshpv tscbosh,1
7141,modi ji shift takshashila pakistan bihar help hand bhakta namumkinabmumkinhai,1
7142,see presstitut go gandhi celebr children report activ report pm modi pay respect karamchari,1
7144,imposs thing made possibl bjp bring unemploy year high destroy economi singl illadvis move increas india black money swiss bank make rupe worst perform currenc asia namumkinabmumkinhai,0
7148,msfromdelhi hindunatl modi incindia manekagandhibjp india forgotten word great man mahatmagandhi the strength nation measur nation treat anim stop beat eleph bullhook stop kill tiger stop draconian treatment anim narendramodi,0
7149,rajeshk rajeshk dilipswatisri jyotsnavarma wetwokrishna vinishind chander rohitsh rajeshk jagannkaushik harsubh surya sanjayeindoria vaidyvoic indiangirishn venumadhav divyamshu venumadhav harinathghn ramburdak kapoorashok ritukulshresth romi sanjaygobind arunbajpairajan latarai girirajsinghbjp welsp scsver jyotsnadevi ankahi indiapolici congressdahan narendramodi rakesht piyushgoy rashtrapatibhvn hmoindia hhlkerala sureshchavhank ktrtrs myogiadityanath vivekagnihotri swami modi nsitharaman rajnathsingh citiznmukherje china use veto best case scenario make india self reliant stop chines import possibl increas make india make arm forc strong amp support modiji act pakistan side employ sniper elimin terrorist inhous clean,1
7150,bjp youth icon c ravi kill young boy karnataka day ago drunken drive seen negoti seat share deal aiadmk chair tadipaar,0
7152,modi becam pm folk compar xi jinp abe lee kuan yew putin amp even erdogan yrs later mms part,1
7154,pakistani burnt effigi lalit modi paki cricket pick ipl auction huge sens entitl want gatecrash privat leagu also want free aid us free petrol saudi free weapon china,1
7155,yes brilliant idea elect campaign modi ji such modi hai mumkin hai peopl india place trust modi ji new initi develop programm across countryplz cast vote favour modi choukidar pure hai,1
7158,fast pace develop modi govt s transform india forev,1
7162,pawankhera said narendramodi keep travel morn even chang cloth threefour time work elect do bjp chief minist do,1
7164,dear pm modi real tribut martyr dy sp aman thakur jammu abrog articlea articl lost precious life protect nation jihadgrippedkashmir kulgam amanthakur,1
7166,hug wrong parti modi miss opportun reach kashmiri,0
7169,kanimozhi modi none requir ordin remov modi cabinet amp subsequ presidenti notif goe a unten goe too rammandir need ordin so modi today,1
7170,indvaus congress whatsapp group member pakistan congresspakistanbhaibhai via shashank ganglead teamindia kashmirdeb kulgam modiinkumbh modikumbhvisit bjptelangana,1
7172,student leader postdoctor research univers cambridg mrittunjoy guha majumdar tell us think modi best option elect ekcalldeshkenaam,1
7173,dayi find diff btwn terrorist amp elect repres hv role kill innoc peopl men commit suicid due genderbiasedlaw govt amp rsprasad ji r quiet stop fakecas pmoindia modi officeofrsp manekagandhibjp ministrywcd,0
7174,promis pm modi disburs cr farmer kisan samman nidhi scheme announc st feb within day disburs first time independ india cash paymen scheme magnitud launch farmer pmkisan,1
7175,jamshedji tata one envis futur india also built strong foundat nation various educ institut huge firm pm sh modi ji mannkibaat,1
7177,congress parti come back power minimum balanc loot modi govt return peopl pchidambaramin incindia inctamilnadu kartipc divyaspandana ksalagiri rt jothim tweet,1
7184,bjp need remind promis make delhi full state akdelhistatehood,1
7185,cheap stunt peopl still support modi must decid creat separ countri point live peopl think ok peopl live yourselv peopl die clean shit modi wash someon feet,0
7187,zartajgulwazir modi nawaz strategi dirti polit incit ppl good countri go hell corrupt pathet nawaz def raw agent sit modi lap,0
7188,stop modi take basic step halt crossbord trade jampk which nia say help financ extrem downsiz diplomat tie pakistan suspend perman indus commiss reluct take nonmilitari step meaning,0
7189,object bjps advertis indian newspap poster highway media zee repuls india tv etc ruin tax payer money seat contest elect,0
7190,prime minist modi formal launch pmkisan yojana crore small farmer benefit scheme,1
7191,see face peruwhen antigua pm extradit him site violat democraci anoth countri also democraci safe looter safeguard crime underestim pm modi diplomaci s pmmodi new india,1
7192,in novemb leader rss led madhavrao muley dattop thengadi morop pingl wrote indira gandhi promis support emerg rss worker releas prison,0
7194,bjp north mumbai jilla team organis sainik samarambh programm today sharda vidyalay malad east near sainik honour live orchestra desh bhakti song sung braveheart hero enjoy danc tune song,1
7196,would haqqani taqi world tell us modi soften stanc india evid pakistan s involv palwama attack india share evid world,0
7197,grate ultranationalist modi amp courtier pakistan one want go amp play there india allow host event end result countri boat intern event either countri via toisport,1
7198,hey modi take leaf jesus book big mistak rememb got crucifi soon after,1
7199,pm kisan scheme big boon small margin farmer launch cash benefit transfer crore farmer swift action possibl modi fore thought namo welfar farmer,1
7200,farhankvirk modi choic now alreadi creat hype war pakistan india modi dont attack pakistan sure lose elect modi attack pakistan lose mani thing along elect fulli trap,0
7202,work railway studi bullet train corridor bjp govern centr execut amp deliv rest talk amp talk,1
7204,modi shoot film corbett park hour pulwama attack misplac prioriti pm amphi bjp modi jis lust power import soldier narcissist pm alway search camera,0
7205,prkshambedkar plan get rssorg constitut framework must share public now incindia fail accept plan given condit constitut viabil congress rahi expos battl rss,1
7207,one ask gave narend modi idea demonet first culprit fool gave foolish idea,0
7208,audaciousquest cjwerleman support modi mean support stori end right there,1
7210,bare nine day countri s soldier marti modi govt host pakistani member parliament spend taxpay money visit kumbh,1
7211,th februari mourn slain soldier stay silent honour sacrific unfortun mr modi thirst power today made forget human play polit soldier martyrdom rssurjewala modifailsnationalsecur,1
7213,smita pujari nagpur deliv messag marathi modi let vote team modi stronger better india ekcalldeshkenaam jai hind,1
7214,abbakkahypatia think raga realis pulwama modi may regain mojo withdrawn cong doesnt look feel like parti seiz power month now,0
7215,shefvaidya didnt elect pms take dip tbe ganga elect pms give us good governanac pm modi fail governancewhat free time entir busi our kaam ki baat karein,1
7218,lilsattu ye dkh bjp cell ke member,1
7219,croni capit time high modi regim els explain crore gift aa compani receiv prime chowkidaar,1
7221,mehboobamufti former cm state open call arrest journalist india journal amp freedom speech threat someth left liber particular bjp rule state,0
7222,strong foreign polici india becom super global power credit goe sushmaswaraj amp pmoindia modi,1
7223,kirannazsamaa samaatv pl tell ur isi st hand hafizsae azharmasood amp terrorist r oper freeli pakistan soil isi protect india way besid war bring puni pakistan knee imrankhanpti must walk talk want talk modi,0
7224,i want ask chief minist devendra fadnavi how is josh sena chief uddhav thackeray first public function announc sena bjp tie up uddhav devendra share stage lokmat maharashtrian year award function,1
7226,thank pm modi ji walk talk war memori,0
7228,glimps pm modi take holi dip sangam modikumbhvisit modiinkumbh,1
7234,hope complet isol pakistan mp pakistan rule parti meet india union minist prime minist kapil siddhu sachin gavaskar etc ko boycott karn wale ab chup kyun hai height shameless modi amp govt,0
7235,arnab talk tendulkar patriot joke year far tendulkar face waqar wasim year age took blow bodi nose budg arnab done noth bjps bitch entir life,0
7237,pm modi war rhetor pakistan may india nation interest certain modi s elect interest nyt articl,1
7238,banaskantha bjp websit modi,1
7239,say murder thooroor shashitharoor ishq abhi baaki hai mere dost abhi bahut qatal karn hain that is thoo thoo dear bhartiya congresswithpakiatan congresswithjem congresswithterrorist answer whymodi,0
7241,coal scam bjp demand cbi probe cag report allot coal block time india,0
7242,west bengal bjp chief dilip ghosh s car pelt stone,1
7244,jgopikrishnan all stori pedog politicalcoup case even publish bcoz modiamphi croniesamprat st chang judg mhc cjmhc alreadi place thot j bench ad more of caught includ cjsampcmm disappear case acmm caughtmhcampsc tnshrcampnhrc,0
7245,friendship modi naveen benefit odishawhat whole matter guyz tell naveenmodinexus,1
7246,livelawindia btw despit fact accusedampproven mental immor crimin accept crimesampinvolv modi rat basil srinivasan dvac excybercrim expolic exairport secur caught evidencegtpogt total countjudg chief justic cmm acmm governor tn cm lawyer,1
7253,sharadyadavmp care thought peopl want modi pm anoth ten year practic accept fact,1
7255,modi spoke nation war memori mann ki baat programm say memori alway pain surpris him,0
7256,countri includ global power us russia franc condemn coward attack modi helm affair tenac protest india world reason fear implor allah modi merci,0
7258,toll exempt women manifesto bjp narishaktisankalp modi smritiirani mrsgandhi,1
7260,parthpunt i am proud antin modi era bless me,1
7261,largest redistribut wealth ever india yet section realli upset abt it leftlib jholawala propoor parti like cong amp bsp r oppos ths transfer wast chanc modi seldom give anyon nd chanc pmkisan,1
7263,moment modi give india chanc piss terrorist quench thirst,0
7264,amit shah rahul rahul gandhi rais question situat kashmir want tell question rais kashmir today greatgrandfath jawaharl nehruwhen forc go conquer pok stop themit jawaharl nehru,0
7265,kumbh mela pm modi unexpect gestur sanit worker,1
7267,pictur defin moment india histori pm modi taken pm teak wood offic put amidst stake nation common citizen india mannkibaat,1
7270,imran khan told son pathan it s time prove it pm modi,1
7273,ncbn modi u turn prais assembl modi ji done everyth andhra ask util certif cri tri divert peopl thought peopl unawar act r tri cover media housesbut,1
7274,pti mna dr ramesh kumar convey imran s messag indian pm modi anyon els so pti would issu ghaddar mulk dushmen certif,1
7275,alloc rehabilit manual scaveng gone cr upa mere cr ndamodi drama,1
7278,amdilip mohinichaudhri indrajat kingehind venumadhav rohitsh venumadhav jyotsnavarma stlohiya cprdindia narendra patrorajesh sengarrv ankushd diksha grajaraja rajesh nabihamus vannyrao jewelkapur swwagatam sunitag rashmi paliwalw jagannkaushik kailashkaushik makebharatmahan meenakshilang sandeepg kapoorashok thunderindia pksrivastava flyingvoyag pmalien vsampathkumar starxxx indiangirishn johnygorkha nparama yogivim singhsantosh purushuem sethiab ashwinkr roopsinghrupa raayar modi pmoindia rssorg myogiadityanath check tweet alway talk hindus bjp,1
7284,pm modi take dip kumbh pray crore indianswatch video via namo app,1
7289,bullet train vs ballet train mannkibaat bjp elect,1
7290,difficult get troll newspap thank modi namumkinabmumkinhai,1
7291,priyankasur wel u expect answer himmodi listen mannkibat along dhan ki baatmoney money money,1
7293,prime minist modi ji wash feet sanit worker prayagraj one best pictur year small symbol gestur build better india modiinkumbh,1
7297,modi playbook delay pm condemn attack kashmiri part pattern rama lakshmi ramanewdelhi write theprintopinion,0
7300,modi honour india bless modi prime minist know strengthen backbon well wisher india time weaken backbon corrupt politican wish continu next more year prime minist india,1
7304,ajai sahani exec dir inst conflict manag make wise point ndtv lrc tonight the crackdown separatist mass arrest polit motiv inde goe say pulwama provid mr modi much elector advantag,0
7307,modi moonriv big victori nation unsc un secur whymodi pulwama china triumph india modipunishespak,1
7308,incred meet peopl behind target harass citizen critic bjp govern usual suspect follow modi,0
7309,today mark begin must world s largest direct cash transfer scheme far eye poll pm modi transfer first instal incom support scheme farmer parijapratik report,1
7312,fond mankibaat eager listen pm modi sir may even best wish bjpindia modiagain bjp,1
7314,rahul ad amidst peal laughter clap student i don t hate modi realiti modi didn t get love requir,1
7315,rememb ppl share video presid some countri sweep floor state great is today modi act similardespit politicsppl work cleanli respect honour,1
7316,modi modi ji proud you prime minist like countri best namo again,1
7319,good namoagain bjp,1
7322,bjps pmkisan versus cong loan waiver play ls poll campaign,1
7323,aninewsup there is need photoshootsarkar wash anyon feet camera refrain propog mediev regress disgust casteist prejudic modi karmyogi,0
7329,atulbegwani bjpindia uproot pak premi anti nation traitor soil let us strengthen hand pm modi enemi nation pak well support taught lesson cant dare sabotag sovereignti nation peopl get awaken,1
7332,bjp minist say statement opposit give answer statement pmoindia modi smritiirani sushmaswaraj rajnathsingh rsprasad amitshah incindia rahul gandhi withpgv profcong,1
7333,modiji blame bjp pathankot blame bjp gurdaspur blame bjp pulwama either that is call politicis it let us politicis innaugr nationalwarmemori make polit ralli nobodi question,0
7334,exact pm modi learn someth congress whenev built war memori alway invit presid inaugar,0
7335,everyth camera media modi forgotten countri govern could best actor polit worst possibl pm india histori mediahaitomodihai,0
7336,feel proud share preview nation war memori inaugur today modi ji thank modi ji nationalwarmemori,1
7337,tanvishukla bjps ramanmalik money go reach anyon scheme may look good paper happen zero research amp rush announc scheme,1
7339,dear modi sir right time remov articlea buckl pressur new india let get head start profhariom,1
7340,hard hit speech modi ji cnnnew summit india walk run act achiev sir,0
7345,great orat feku filter question even bjp parti worker hrs advanc pudicherri fiasco fail answer amp embarrass himself forget question press confer parliament unscript interview,0
7347,crass speech modi sorri say moment huge nation embarrass war memori solemn place rememb martyr man stoop low vote shame entir mission nationalwarmemori attack congress,0
7349,congress align forc wage war nation amp compromis nation securiri hand modi jis govt adopt zero toler toward terror anti nation activ amp deliv safeindia tenur,0
7351,modi ur lavish spend stupid unnecessari photoshoot etc could atleast increas pay jawan realli sick,0
7353,friend i m plan join bjp say need said happi monday,1
7354,ranganaathan long amitshah allow pmuralidharrao meddl tn bjp hope,1
7355,hilari that is dream come true pm modi oscar,1
7356,rule congress increas crime goe hand hand officeofknath region incindia incmp bjpindia modi bjpmp congressmuktbharat bjpforindia link full news,1
7357,irtct food train bar code kitchen no amp pack time allow passeng view live video footag kitchen whr food prepar modi indian railway transform beyond recognit modifiedrailway,0
7358,rajivkhandekar sir although i am incindia activist felt channel cross limit particular topic noth propaganda driven bjprss realli shame reput channel getwellbjp getwellsoon,0
7359,forestrightsact histor legisl upa govt give justic amp protect tribal live forest unfortun modi govt betray tribalsfail defend bill suprem courtresult disturb verdict,0
7362,citi venu et global busi summit new delhi head cbdt panel help bring tax litig sanjeev sharma place pm modi inaugur nationalwarmemori new delhi arrestmehbooba newsrisingindia,1
7363,watch arvindkejriw convers nidhi tonight ndtv ndtvindia get answer queri sit fast st march contempl align congress think modi pak want,1
7365,mrsalman khurshid salmanhurshid smash away romanaisarkhan way romana play great role bjp spokesperson eager for modiji ko ident crisi kais hai mediahaitomodihai,1
7366,modi greatest strength whatsapp retard hindus apco gujarat model mous modi greatest weak ignor lack educ lack integr lack work inabl answer question broken promis sane indian see beat soon,0
7369,scare press confer scare jpc scare arrest anyon scare sack guilti minist scare stop hate monger scare china dhoklam scare debat rahul scare speak truth scare lose chowkidar darpok hai iyc mediahaitomodihai,0
7370,nationalwarmemori aug launch gallantri award portal everi child india know hero pm modi,1
7371,sometim feel like erdogan modi spent week togeth would becom best friend similar amaz,1
7372,jagannkaushik swwagatam vinishind julushah drgarg thevijaymahajan drsunandamb india amdilip surewrap kailashkaushik jyotsnavarma shalinigoy chakdeindia sureshraoayala snojha purushuem jyoita vgambala rajesh rajbir indrajat cpraghav lalshiban sanitattri latarai gouranga ragiingbul dayonesh mahavir sethiab singhsantosh surindernath johnygorkha premlataasopa ahindu vsampathkumar drvinaypuri sugandhakoh nparama sudhakar debashishhit sarvesh durgamenon omgupta barotchetan munnajha muralydoctrack modi imrankhanpti pakistani jihadi factori bigger power armi must knock peopl best pakistan deliv econom crack alreadi done placat modi intern communiti,1
7377,prime minist bharat deserv lucki need man need pradhan sevak dynasti king ek aur baar fir se modi sarkar,1
7380,modi troll jurno big time rise india summit see face presstitud might start cri minut sundaramchitra savitharao archu shenoy desertfoxi veljaya exsecular desimojito,1
7384,upa claim credit aadhar got expens lawyer togeth thwart sc afraid power hand stop pilferag corrupt modi newsrisingindia,1
7386,modi must sicken man fill disgust behav like puppet forc want divid india india mourn pulwama amp rafal middleman order hide crime play cheap polit templ martyr hide behind them,0
7388,slogan bharatmatakijai pakistanmurdabad amp modi aag badho hum tumahr saath hain ex war veteran prove india march ahead toward one power countri nationalwarmemori,0
7389,lutyen cabal one close famili someon someon fatherbrothermothersistersonrelativefriend enjoy plum post outsid repel risk system collaps put card play remov modi,1
7392,modi allow gujrat antimuslim carnag modi receiv seoulpeacepr namumkinabmumkinhai,1
7393,dillidurast echo advani event manag descript modi,1
7394,look shameless spin fals percept over one biggest scam independ india realis lie amp deceit limit life modi disast pm also disgrac prime minist chair,0
7396,pure bjp show henc opposit leader avoid care suprem command basic decenc non exist mahapurush setup,1
7397,vanitajain modi rameshbjp pandeyindrani nidinj aniljmodi soniagurnani vandanajayrajan deanarayan namophani jvidyasagar gauravmodifi aapsingekar month world confid india tremend hard work modi recent modi ji also seoul peac prize modi ji win seat elect sure make india super power among top power economi world,1
7398,vijay rathor son bjp leader mp arrest amp father worri day jay shah arrest judg need worri,0
7399,congress soon come power mind bjp maza forget forgiv getwellbjp,0
7405,getwellbjp proprietor bjp presid,1
7406,majorpoonia modi india support balochistan nation movement counter pakistan propagnda kashmir invit baloch leader tv debat pakistan region secur,1
7408,challeng former cm siddaramaiah public debat discuss month pm modi amp year congress rule till accept offer continu peddl endless lie challeng debat me let kannadiga decid,1
7409,go onstag prime minist modi keynot address hard sadhguru etgb ishainsight humanisnotaresourc read at via economictim,0
7410,bhupendrachaub modi bc think give rafal away serial default like chota ambani modi elimin corrupt idea got,1
7412,kashmir panic mode one know what s happen valley abuzz rumor modi govt go scrap articl a report srinagar,0
7414,sardesairajdeep modi amitshah worri congress worker remind boss tough job peopl troll poor guy,0
7416,modi ji lucki opposit read joker like,1
7417,someon share pic whatsapp use anti modi journalist guess name,0
7418,modi govern given major institut includ iit iiit nit iim aiim hpcl central amp tribal univers andhra pradesh last five year shri amitshah labharthisamparkabhiyan,1
7419,take year also pm like shri modi ji build india first nationalwarmemori pay homag martyr arm forc brave defend motherland freedom pm inaugur memori today,1
7421,modi s fatal flaw shallow understand polit narrat write dillidurast,0
7422,year u didn t care statehood congress reject u u start hunger strike dramaknow well parliament sessioneven kid know ur drama end day juic mamtanaidu arvindkejriw u can t make kejriw delhi anymor,1
7423,kkhushal modi creat war memori martyrsout pvcs live alsosimilar non awarde also contribut victorywhat orop amp nfu,0
7426,mention polit parti wont suit agenda abdul arrest bjp rule asif would mention hindutva govt tri project terrorist khair wish best wahid shaikh,0
7427,modi yet anoth elect dramabaji wash feet sanit worker went kumbh mela everi third day sanit worker die gutter india modi regim given singl rupe rehabilit manual scaveng five year,0
7430,modinewindia foundat new india alreadi laid modi govt vision hous health,1
7431,inaugur nation war memori india gate complex today pm shri modi ji aspir million indian come true war memori india tribut war hero signific point histori india,0
7432,bjpindia modi govt vehement oppos salari hike crpf sc declin crpfs request airlift jawan bjp leader open declar want convert public sentiment pulwamaattack vote bjp sink lower,0
7433,jasvirgills modi new india gujarat,1
7435,jampravinram pmoindia vtvgujarati abpasmitatv gstv newsguj tvgujarati aajtak divyabhaskar abpnewstv sandeshnew naheru introduc articl a adhyadesh without pass bill parliament mr modi still remov use adhyadesh everi indian want remov happen never happen futur state also demand like this,1
7437,godimedia justifi terminolog use indian media modi news trader v k singh presstitut mediahaitomodihai namumkinabmumkinhai newsrisingindia,1
7441,fight terrorist kashmiri pm modi,0
7443,work done hindutva modi point wise one tell harm agenda call hindutva champion spread word,1
7445,new chapter bilater relat break protocol pm modi person reciev hrh princ moham bin salman bin abdulaziz alsaud crown princ saudi arabia arriv first bilater visit india,1
7447,took nation year leadership pm modi make india s first nationalwarmemori realiti newindia modi defenceminindia,1
7448,meanwhil modi reaction twitter trend arrestmehbooba,1
7451,kartarpurcorrdidor inde goog rsrobin sourc told pak armi thought modi reject would tri fan religi tension modi outsmart accept henc surpris adityarajkaul tweet,0
7453,republ bride isi think one threaten deliber indian indian constitut ask nation modi ji till bark anyon shut fing mouth arrestmehbooba,0
7455,dear india leader put nation amp everi indian first him famili unlik leader kept famili everyth els hear modi ji newsrisingindia feel proud amp determin see pm,1
7456,audaciousquest modiji capabl fight congress shoot camera tear janta,0
7457,incindia yr old child count time modiji interact mediaal script interview mass speech that is capabl of rss probabl forgot teach press confer asham do cannot face peopl,1
7458,prime minist modi say govern brought inflat rate control high upa regim,1
7459,unsubtledesi serious note what is wrong bjp pay opindia team congress paid hundr crore decad spread fake narrat bjp sure pay spread truth,0
7461,mr jaitley debunk congress request general hooda advis nation secur ad bjp need advic mr modi,1
7462,namumkin ab mumkin hai modi govt make reserv econom ground possibl watch video,1
7463,dear sudhirchaudhari today show dnazeenew mention world first war memori franc true search outsid indiapleas research paliya india info link modi rajputyuva,1
7464,adani get bid oper airport privatis ambani get rafal deal offset partnership without experi modi person promot mukesh ambani jio modiji actual wash feet camera,1
7465,rravindra modi hardeepspuri piyushgoy bjp kill innoc homebuy immot bjp help fraud anil sharma send jailsham u modi yogi,0
7467,seem nsitharaman stress defend indefens la affair rafal forgot gurdaspur amp pathankot terror attack name twopathankot ndabjp invit isi investig fyi gurdaspur amp pathankot punjab amp punjab s india ladyship,0
7469,schedul bjp nation presid shri amitshah organis public program karnataka tomorrow stay tune us live updat bjparnataka,1
